origem,destino,acao,peso_sugerido,numero_pr
yonaskolb,hagmas,APPROVED,4,956
yonaskolb,liamnichols,MERGE,5,955
yonaskolb,liamnichols,APPROVED,4,955
yonaskolb,liamnichols,MERGE,5,953
yonaskolb,liamnichols,COMMENTED,4,953
yonaskolb,liamnichols,COMMENTED,4,953
yonaskolb,liamnichols,APPROVED,4,953
yonaskolb,rinsuki,MERGE,5,952
yonaskolb,rinsuki,APPROVED,4,952
yonaskolb,raptorxcz,MERGE,5,951
davidrothera,raptorxcz,APPROVED,4,951
yonaskolb,raptorxcz,COMMENTED,4,951
yonaskolb,raptorxcz,COMMENTED,4,951
yonaskolb,raptorxcz,COMMENTED,4,951
yonaskolb,raptorxcz,COMMENTED,4,951
yonaskolb,raptorxcz,COMMENTED,4,951
yonaskolb,raptorxcz,COMMENTED,4,951
yonaskolb,raptorxcz,COMMENTED,4,951
freddi-kit,raptorxcz,COMMENTED,4,951
yonaskolb,sascha,MERGE,5,950
yonaskolb,sascha,COMMENTED,4,950
yonaskolb,sascha,APPROVED,4,950
yonaskolb,RomanPodymov,MERGE,5,948
yonaskolb,RomanPodymov,APPROVED,4,948
yonaskolb,anivaros,MERGE,5,945
yonaskolb,anivaros,COMMENTED,4,945
yonaskolb,daltonclaybrook,MERGE,5,942
yonaskolb,daltonclaybrook,COMMENTED,4,942
yonaskolb,daltonclaybrook,COMMENTED,4,942
yonaskolb,daltonclaybrook,COMMENTED,4,942
yonaskolb,daltonclaybrook,APPROVED,4,942
Hally21,daltonclaybrook,COMMENTED,4,942
yonaskolb,dflems,MERGE,5,936
yonaskolb,dflems,COMMENTED,4,936
brentleyjones,dflems,APPROVED,4,936
yonaskolb,dflems,COMMENTED,4,936
yonaskolb,dflems,COMMENTED,4,936
yonaskolb,dflems,APPROVED,4,936
yonaskolb,brentleyjones,MERGE,5,932
yonaskolb,pvinis,MERGE,5,931
brentleyjones,pvinis,APPROVED,4,931
yonaskolb,kant,MERGE,5,930
yonaskolb,kant,APPROVED,4,930
yonaskolb,polac24,MERGE,5,929
keith,polac24,APPROVED,4,929
yonaskolb,polac24,APPROVED,4,929
yonaskolb,tokizuoh,MERGE,5,928
yonaskolb,tokizuoh,COMMENTED,4,928
yonaskolb,tokizuoh,APPROVED,4,928
yonaskolb,tokizuoh,MERGE,5,926
yonaskolb,tokizuoh,APPROVED,4,926
yonaskolb,pvinis,MERGE,5,923
yonaskolb,pvinis,APPROVED,4,923
yonaskolb,k-thorat,MERGE,5,922
yonaskolb,k-thorat,COMMENTED,4,922
yonaskolb,k-thorat,MERGE,5,920
yonaskolb,k-thorat,APPROVED,4,920
yonaskolb,tcamin,COMMENTED,4,918
brentleyjones,dflems,MERGE,5,917
brentleyjones,dflems,COMMENTED,4,917
brentleyjones,dflems,COMMENTED,4,917
brentleyjones,dflems,APPROVED,4,917
yonaskolb,codeman9,MERGE,5,916
yonaskolb,codeman9,COMMENTED,4,916
yonaskolb,codeman9,APPROVED,4,916
yonaskolb,andrewreach,MERGE,5,915
brentleyjones,andrewreach,APPROVED,4,915
yonaskolb,andrewreach,APPROVED,4,915
yonaskolb,ooodin,MERGE,5,913
yonaskolb,ooodin,COMMENTED,4,913
brentleyjones,ooodin,COMMENTED,4,913
yonaskolb,jsorge,MERGE,5,912
yonaskolb,jsorge,COMMENTED,4,912
yonaskolb,jsorge,APPROVED,4,912
yonaskolb,brentleyjones,MERGE,5,909
dflems,brentleyjones,COMMENTED,4,909
yonaskolb,brentleyjones,APPROVED,4,909
yonaskolb,brentleyjones,APPROVED,4,909
yonaskolb,brentleyjones,MERGE,5,908
yonaskolb,brentleyjones,APPROVED,4,908
yonaskolb,muizidn,MERGE,5,899
yonaskolb,muizidn,COMMENTED,4,899
yonaskolb,muizidn,COMMENTED,4,899
yonaskolb,muizidn,COMMENTED,4,899
yonaskolb,muizidn,COMMENTED,4,899
yonaskolb,muizidn,COMMENTED,4,899
yonaskolb,muizidn,COMMENTED,4,899
yonaskolb,muizidn,APPROVED,4,899
yonaskolb,KhaosT,MERGE,5,896
brentleyjones,KhaosT,COMMENTED,4,896
brentleyjones,KhaosT,APPROVED,4,896
toshi0383,KhaosT,APPROVED,4,896
brentleyjones,KhaosT,COMMENTED,4,896
yonaskolb,KhaosT,COMMENTED,4,896
yonaskolb,KhaosT,APPROVED,4,896
keith,segiddins,MERGE,5,892
yonaskolb,segiddins,COMMENTED,4,892
yonaskolb,segiddins,COMMENTED,4,892
yonaskolb,segiddins,COMMENTED,4,892
yonaskolb,segiddins,COMMENTED,4,892
yonaskolb,segiddins,COMMENTED,4,892
yonaskolb,segiddins,APPROVED,4,892
keith,segiddins,APPROVED,4,892
yonaskolb,maciejpiotrowski89,MERGE,5,884
brentleyjones,maciejpiotrowski89,APPROVED,4,884
yonaskolb,maciejpiotrowski89,APPROVED,4,884
yonaskolb,jerrymarino,MERGE,5,883
bolsinga,jerrymarino,APPROVED,4,883
brentleyjones,jerrymarino,APPROVED,4,883
yonaskolb,jerrymarino,APPROVED,4,883
yonaskolb,nkukushkin,MERGE,5,878
yonaskolb,SShayashi,MERGE,5,876
brentleyjones,SShayashi,APPROVED,4,876
Overcot,SShayashi,APPROVED,4,876
yonaskolb,SShayashi,APPROVED,4,876
brentleyjones,pinda,MERGE,5,875
yonaskolb,pinda,APPROVED,4,875
yonaskolb,pinda,COMMENTED,4,875
brentleyjones,pinda,APPROVED,4,875
brentleyjones,igor-makarov,MERGE,5,872
brentleyjones,igor-makarov,APPROVED,4,872
brentleyjones,pinda,MERGE,5,871
brentleyjones,pinda,COMMENTED,4,871
elland,pinda,COMMENTED,4,871
elland,pinda,COMMENTED,4,871
brentleyjones,pinda,COMMENTED,4,871
brentleyjones,pinda,COMMENTED,4,871
brentleyjones,pinda,APPROVED,4,871
yonaskolb,pinda,COMMENTED,4,871
brentleyjones,elland,MERGE,5,869
brentleyjones,elland,COMMENTED,4,869
brentleyjones,elland,COMMENTED,4,869
brentleyjones,elland,COMMENTED,4,869
brentleyjones,elland,APPROVED,4,869
maciejpiotrowski89,elland,COMMENTED,4,869
maciejpiotrowski89,elland,COMMENTED,4,869
maciejpiotrowski89,elland,COMMENTED,4,869
brentleyjones,elland,MERGE,5,866
BilalReffas,elland,APPROVED,4,866
mrabiciu,elland,APPROVED,4,866
brentleyjones,elland,APPROVED,4,866
brentleyjones,KhaosT,MERGE,5,862
brentleyjones,KhaosT,APPROVED,4,862
yonaskolb,maciejpiotrowski89,MERGE,5,858
yonaskolb,maciejpiotrowski89,APPROVED,4,858
brentleyjones,akkyie,MERGE,5,857
brentleyjones,akkyie,COMMENTED,4,857
brentleyjones,akkyie,APPROVED,4,857
brentleyjones,akkyie,MERGE,5,853
brentleyjones,akkyie,APPROVED,4,853
brentleyjones,akkyie,APPROVED,4,853
yonaskolb,jeffctown,MERGE,5,852
yonaskolb,jeffctown,APPROVED,4,852
yonaskolb,jeffctown,COMMENTED,4,852
yonaskolb,jeffctown,APPROVED,4,852
brentleyjones,jeffctown,MERGE,5,851
brentleyjones,jeffctown,APPROVED,4,851
yonaskolb,akkyie,MERGE,5,849
yonaskolb,akkyie,APPROVED,4,849
brentleyjones,d-date,MERGE,5,847
brentleyjones,d-date,APPROVED,4,847
brentleyjones,d-date,APPROVED,4,847
armintelker,omares,COMMENTED,4,846
brentleyjones,ileitch,MERGE,5,843
brentleyjones,ileitch,APPROVED,4,843
brentleyjones,ileitch,MERGE,5,842
brentleyjones,ileitch,APPROVED,4,842
yonaskolb,maciejpiotrowski89,MERGE,5,840
yonaskolb,maciejpiotrowski89,APPROVED,4,840
brentleyjones,skirchmeier,MERGE,5,838
brentleyjones,skirchmeier,APPROVED,4,838
yonaskolb,brentleyjones,COMMENTED,4,835
yonaskolb,brentleyjones,APPROVED,4,835
yonaskolb,jcolicchio,MERGE,5,834
yonaskolb,jcolicchio,APPROVED,4,834
yonaskolb,brentleyjones,COMMENTED,4,832
yonaskolb,brentleyjones,COMMENTED,4,832
yonaskolb,ileitch,MERGE,5,831
yonaskolb,ileitch,APPROVED,4,831
yonaskolb,toshi0383,MERGE,5,830
yonaskolb,toshi0383,APPROVED,4,830
yonaskolb,funzin,MERGE,5,829
yonaskolb,funzin,COMMENTED,4,829
yonaskolb,funzin,APPROVED,4,829
brentleyjones,ileitch,MERGE,5,828
brentleyjones,ileitch,APPROVED,4,828
yonaskolb,ileitch,MERGE,5,827
yonaskolb,ileitch,COMMENTED,4,827
yonaskolb,ileitch,APPROVED,4,827
brentleyjones,asifmohd,MERGE,5,826
brentleyjones,asifmohd,COMMENTED,4,826
brentleyjones,asifmohd,APPROVED,4,826
brentleyjones,scelis,MERGE,5,824
brentleyjones,scelis,APPROVED,4,824
yonaskolb,brentleyjones,MERGE,5,823
yonaskolb,brentleyjones,APPROVED,4,823
yonaskolb,soffes,MERGE,5,822
brentleyjones,acecilia,MERGE,5,820
yonaskolb,acecilia,COMMENTED,4,820
brentleyjones,acecilia,COMMENTED,4,820
brentleyjones,acecilia,COMMENTED,4,820
yonaskolb,acecilia,COMMENTED,4,820
brentleyjones,acecilia,COMMENTED,4,820
brentleyjones,acecilia,APPROVED,4,820
yonaskolb,acecilia,MERGE,5,819
yonaskolb,acecilia,CHANGES_REQUESTED,4,819
yonaskolb,acecilia,APPROVED,4,819
yonaskolb,ElfSundae,MERGE,5,818
yonaskolb,ElfSundae,APPROVED,4,818
yonaskolb,evandcoleman,MERGE,5,810
yonaskolb,evandcoleman,APPROVED,4,810
yonaskolb,freddi-kit,MERGE,5,808
yonaskolb,freddi-kit,COMMENTED,4,808
yonaskolb,freddi-kit,COMMENTED,4,808
yonaskolb,freddi-kit,COMMENTED,4,808
yonaskolb,freddi-kit,APPROVED,4,808
yonaskolb,kateinoigakukun,MERGE,5,805
yonaskolb,kateinoigakukun,APPROVED,4,805
yonaskolb,innocarpe,MERGE,5,804
yonaskolb,innocarpe,APPROVED,4,804
brentleyjones,michaeleisel,MERGE,5,803
yonaskolb,ionutivan,MERGE,5,799
yonaskolb,ionutivan,COMMENTED,4,799
yonaskolb,ionutivan,COMMENTED,4,799
brentleyjones,ionutivan,COMMENTED,4,799
yonaskolb,ionutivan,APPROVED,4,799
brentleyjones,daltonclaybrook,MERGE,5,798
brentleyjones,daltonclaybrook,COMMENTED,4,798
brentleyjones,daltonclaybrook,APPROVED,4,798
yonaskolb,freddi-kit,MERGE,5,796
giginet,freddi-kit,APPROVED,4,796
yonaskolb,freddi-kit,COMMENTED,4,796
yonaskolb,freddi-kit,COMMENTED,4,796
yonaskolb,freddi-kit,COMMENTED,4,796
brentleyjones,ken0nek,MERGE,5,793
brentleyjones,ken0nek,APPROVED,4,793
brentleyjones,ken0nek,MERGE,5,792
brentleyjones,ken0nek,APPROVED,4,792
yonaskolb,bryansum,MERGE,5,791
yonaskolb,bryansum,APPROVED,4,791
yonaskolb,ken0nek,COMMENTED,4,790
yonaskolb,alexruperez,MERGE,5,788
yonaskolb,alexruperez,APPROVED,4,788
kateinoigakukun,ken0nek,MERGE,5,787
kateinoigakukun,ken0nek,APPROVED,4,787
yonaskolb,liamnichols,MERGE,5,775
yonaskolb,liamnichols,APPROVED,4,775
Overcot,toshi0383,APPROVED,4,772
brentleyjones,Lutzifer,MERGE,5,765
brentleyjones,Lutzifer,APPROVED,4,765
toshi0383,yonaskolb,APPROVED,4,759
kateinoigakukun,yonaskolb,APPROVED,4,759
brentleyjones,basvankuijck,MERGE,5,756
brentleyjones,basvankuijck,COMMENTED,4,756
brentleyjones,basvankuijck,APPROVED,4,756
brentleyjones,basvankuijck,MERGE,5,755
brentleyjones,basvankuijck,APPROVED,4,755
yonaskolb,sipao,MERGE,5,753
yonaskolb,sipao,CHANGES_REQUESTED,4,753
yonaskolb,sipao,COMMENTED,4,753
yonaskolb,sipao,COMMENTED,4,753
yonaskolb,sipao,APPROVED,4,753
yonaskolb,john-flanagan,MERGE,5,752
yonaskolb,john-flanagan,APPROVED,4,752
yonaskolb,PycKamil,MERGE,5,751
yonaskolb,PycKamil,APPROVED,4,751
yonaskolb,ikesyo,MERGE,5,744
giginet,ikesyo,APPROVED,4,744
yonaskolb,kateinoigakukun,MERGE,5,740
yonaskolb,kateinoigakukun,APPROVED,4,740
yonaskolb,namolnad,MERGE,5,739
yonaskolb,namolnad,COMMENTED,4,739
yonaskolb,namolnad,APPROVED,4,739
brentleyjones,tbaranes,MERGE,5,734
brentleyjones,tbaranes,APPROVED,4,734
yonaskolb,FranzBusch,MERGE,5,728
yonaskolb,FranzBusch,COMMENTED,4,728
yonaskolb,FranzBusch,APPROVED,4,728
yonaskolb,FranzBusch,APPROVED,4,728
brentleyjones,tid-kijyun,MERGE,5,726
brentleyjones,tid-kijyun,COMMENTED,4,726
yonaskolb,tid-kijyun,COMMENTED,4,726
brentleyjones,tid-kijyun,COMMENTED,4,726
brentleyjones,tid-kijyun,COMMENTED,4,726
yonaskolb,tid-kijyun,COMMENTED,4,726
yonaskolb,tid-kijyun,COMMENTED,4,726
brentleyjones,tid-kijyun,APPROVED,4,726
kateinoigakukun,ken0nek,MERGE,5,725
brentleyjones,ken0nek,APPROVED,4,725
yonaskolb,kateinoigakukun,MERGE,5,723
yonaskolb,kateinoigakukun,COMMENTED,4,723
yonaskolb,kateinoigakukun,COMMENTED,4,723
yonaskolb,kateinoigakukun,COMMENTED,4,723
yonaskolb,kateinoigakukun,COMMENTED,4,723
yonaskolb,kateinoigakukun,APPROVED,4,723
brentleyjones,giginet,APPROVED,4,720
yonaskolb,giginet,COMMENTED,4,720
giginet,RomanPodymov,COMMENTED,4,719
giginet,RomanPodymov,APPROVED,4,719
giginet,yonaskolb,APPROVED,4,716
giginet,yonaskolb,COMMENTED,4,716
brentleyjones,rcari,MERGE,5,707
brentleyjones,rcari,CHANGES_REQUESTED,4,707
brentleyjones,rcari,APPROVED,4,707
brentleyjones,rcari,MERGE,5,706
brentleyjones,rcari,COMMENTED,4,706
brentleyjones,rcari,COMMENTED,4,706
brentleyjones,rcari,APPROVED,4,706
brentleyjones,wag-miles,MERGE,5,705
brentleyjones,wag-miles,COMMENTED,4,705
brentleyjones,wag-miles,APPROVED,4,705
brentleyjones,rcari,MERGE,5,704
brentleyjones,rcari,CHANGES_REQUESTED,4,704
brentleyjones,rcari,CHANGES_REQUESTED,4,704
yonaskolb,rcari,COMMENTED,4,704
yonaskolb,rcari,COMMENTED,4,704
yonaskolb,rcari,COMMENTED,4,704
brentleyjones,rcari,APPROVED,4,704
brentleyjones,rcari,MERGE,5,703
brentleyjones,rcari,APPROVED,4,703
yonaskolb,evandcoleman,MERGE,5,701
yonaskolb,evandcoleman,CHANGES_REQUESTED,4,701
yonaskolb,evandcoleman,COMMENTED,4,701
yonaskolb,evandcoleman,COMMENTED,4,701
yonaskolb,evandcoleman,COMMENTED,4,701
yonaskolb,evandcoleman,APPROVED,4,701
yonaskolb,kateinoigakukun,MERGE,5,700
brandtdaniels,kateinoigakukun,APPROVED,4,700
yonaskolb,kateinoigakukun,APPROVED,4,700
brentleyjones,mjarvis,MERGE,5,696
brentleyjones,mjarvis,APPROVED,4,696
yonaskolb,bryansum,MERGE,5,694
yonaskolb,bryansum,COMMENTED,4,694
yonaskolb,bryansum,APPROVED,4,694
yonaskolb,myihsan,MERGE,5,693
yonaskolb,myihsan,COMMENTED,4,693
yonaskolb,myihsan,COMMENTED,4,693
yonaskolb,myihsan,COMMENTED,4,693
yonaskolb,myihsan,COMMENTED,4,693
yonaskolb,myihsan,COMMENTED,4,693
yonaskolb,myihsan,COMMENTED,4,693
yonaskolb,myihsan,COMMENTED,4,693
yonaskolb,myihsan,COMMENTED,4,693
yonaskolb,myihsan,COMMENTED,4,693
yonaskolb,myihsan,COMMENTED,4,693
yonaskolb,myihsan,APPROVED,4,693
yonaskolb,myihsan,APPROVED,4,693
yonaskolb,mschinis,MERGE,5,690
yonaskolb,mschinis,APPROVED,4,690
yonaskolb,FranzBusch,MERGE,5,689
giginet,FranzBusch,APPROVED,4,689
giginet,FranzBusch,COMMENTED,4,689
giginet,FranzBusch,COMMENTED,4,689
yonaskolb,FranzBusch,APPROVED,4,689
brentleyjones,giginet,MERGE,5,688
brentleyjones,giginet,COMMENTED,4,688
brentleyjones,giginet,COMMENTED,4,688
brentleyjones,giginet,APPROVED,4,688
yonaskolb,giginet,COMMENTED,4,688
yonaskolb,giginet,COMMENTED,4,688
yonaskolb,giginet,COMMENTED,4,688
brentleyjones,giginet,CHANGES_REQUESTED,4,688
brentleyjones,giginet,APPROVED,4,688
giginet,yonaskolb,APPROVED,4,685
yonaskolb,giginet,APPROVED,4,683
yonaskolb,giginet,COMMENTED,4,681
kateinoigakukun,giginet,COMMENTED,4,681
yonaskolb,giginet,COMMENTED,4,681
kateinoigakukun,giginet,COMMENTED,4,681
yonaskolb,giginet,COMMENTED,4,681
brentleyjones,giginet,APPROVED,4,681
yonaskolb,nivanchikov,MERGE,5,679
yonaskolb,nivanchikov,APPROVED,4,679
yonaskolb,giginet,MERGE,5,673
yonaskolb,giginet,APPROVED,4,673
yonaskolb,bclymer,MERGE,5,672
yonaskolb,bclymer,COMMENTED,4,672
yonaskolb,bclymer,COMMENTED,4,672
yonaskolb,bclymer,APPROVED,4,672
yonaskolb,ChristopherRogers,MERGE,5,671
giginet,ChristopherRogers,COMMENTED,4,671
yonaskolb,ChristopherRogers,COMMENTED,4,671
giginet,ChristopherRogers,COMMENTED,4,671
yonaskolb,ChristopherRogers,COMMENTED,4,671
yonaskolb,ChristopherRogers,COMMENTED,4,671
yonaskolb,ChristopherRogers,COMMENTED,4,671
yonaskolb,ChristopherRogers,COMMENTED,4,671
yonaskolb,ChristopherRogers,COMMENTED,4,671
yonaskolb,ChristopherRogers,APPROVED,4,671
yonaskolb,Qusic,MERGE,5,670
yonaskolb,Qusic,APPROVED,4,670
yonaskolb,Qusic,MERGE,5,669
yonaskolb,Qusic,APPROVED,4,669
yonaskolb,giginet,MERGE,5,667
yonaskolb,giginet,COMMENTED,4,667
yonaskolb,giginet,COMMENTED,4,667
yonaskolb,giginet,APPROVED,4,667
yonaskolb,giginet,MERGE,5,666
yonaskolb,giginet,APPROVED,4,666
yonaskolb,RomanPodymov,MERGE,5,661
yonaskolb,RomanPodymov,COMMENTED,4,661
yonaskolb,RomanPodymov,APPROVED,4,661
yonaskolb,kateinoigakukun,MERGE,5,658
yonaskolb,kateinoigakukun,COMMENTED,4,658
yonaskolb,kateinoigakukun,APPROVED,4,658
yonaskolb,kateinoigakukun,MERGE,5,657
yonaskolb,kateinoigakukun,APPROVED,4,657
yonaskolb,kateinoigakukun,MERGE,5,656
yonaskolb,kateinoigakukun,COMMENTED,4,656
yonaskolb,kateinoigakukun,COMMENTED,4,656
yonaskolb,kateinoigakukun,APPROVED,4,656
yonaskolb,kateinoigakukun,MERGE,5,655
yonaskolb,kateinoigakukun,COMMENTED,4,655
giginet,kateinoigakukun,COMMENTED,4,655
yonaskolb,kateinoigakukun,COMMENTED,4,655
yonaskolb,kateinoigakukun,COMMENTED,4,655
giginet,kateinoigakukun,COMMENTED,4,655
giginet,kateinoigakukun,COMMENTED,4,655
yonaskolb,kateinoigakukun,COMMENTED,4,655
giginet,kateinoigakukun,COMMENTED,4,655
yonaskolb,kateinoigakukun,COMMENTED,4,655
yonaskolb,kateinoigakukun,APPROVED,4,655
yonaskolb,kateinoigakukun,MERGE,5,654
yonaskolb,kateinoigakukun,APPROVED,4,654
yonaskolb,kateinoigakukun,MERGE,5,651
yonaskolb,kateinoigakukun,APPROVED,4,651
yonaskolb,kateinoigakukun,MERGE,5,650
yonaskolb,kateinoigakukun,APPROVED,4,650
yonaskolb,bclymer,MERGE,5,644
yonaskolb,bclymer,COMMENTED,4,644
yonaskolb,bclymer,APPROVED,4,644
yonaskolb,bclymer,MERGE,5,636
yonaskolb,bclymer,COMMENTED,4,636
yonaskolb,bclymer,APPROVED,4,636
yonaskolb,bclymer,APPROVED,4,636
brentleyjones,kateinoigakukun,MERGE,5,635
brentleyjones,kateinoigakukun,CHANGES_REQUESTED,4,635
brentleyjones,kateinoigakukun,APPROVED,4,635
brentleyjones,yosshi4486,MERGE,5,634
brentleyjones,yosshi4486,COMMENTED,4,634
brentleyjones,yosshi4486,CHANGES_REQUESTED,4,634
brentleyjones,yosshi4486,APPROVED,4,634
yonaskolb,keith,MERGE,5,627
yonaskolb,keith,APPROVED,4,627
toshi0383,yonaskolb,APPROVED,4,624
brentleyjones,yonaskolb,COMMENTED,4,624
brentleyjones,yonaskolb,CHANGES_REQUESTED,4,624
brentleyjones,yonaskolb,APPROVED,4,624
yonaskolb,rcari,MERGE,5,621
yonaskolb,rcari,COMMENTED,4,621
yonaskolb,rcari,COMMENTED,4,621
yonaskolb,rcari,COMMENTED,4,621
yonaskolb,rcari,COMMENTED,4,621
yonaskolb,rcari,APPROVED,4,621
moayes,bsmith11,COMMENTED,4,616
yonaskolb,bsmith11,COMMENTED,4,616
yonaskolb,bsmith11,COMMENTED,4,616
yonaskolb,bsmith11,COMMENTED,4,616
yonaskolb,bsmith11,COMMENTED,4,616
brentleyjones,Beniamiiin,MERGE,5,613
yonaskolb,Beniamiiin,COMMENTED,4,613
brentleyjones,Beniamiiin,COMMENTED,4,613
yonaskolb,Beniamiiin,COMMENTED,4,613
yonaskolb,Beniamiiin,COMMENTED,4,613
brentleyjones,Beniamiiin,COMMENTED,4,613
brentleyjones,Beniamiiin,APPROVED,4,613
yonaskolb,sroebert,COMMENTED,4,611
yonaskolb,tomquist,MERGE,5,602
yonaskolb,tomquist,APPROVED,4,602
yonaskolb,wag-miles,MERGE,5,601
yonaskolb,wag-miles,CHANGES_REQUESTED,4,601
yonaskolb,wag-miles,APPROVED,4,601
brentleyjones,haritowa,MERGE,5,599
brentleyjones,haritowa,APPROVED,4,599
yonaskolb,thii,MERGE,5,597
yonaskolb,thii,APPROVED,4,597
yonaskolb,tomquist,MERGE,5,594
yonaskolb,tomquist,CHANGES_REQUESTED,4,594
yonaskolb,tomquist,COMMENTED,4,594
yonaskolb,tomquist,APPROVED,4,594
yonaskolb,min,MERGE,5,583
yonaskolb,min,CHANGES_REQUESTED,4,583
yonaskolb,min,COMMENTED,4,583
yonaskolb,min,APPROVED,4,583
yonaskolb,andraskadar,MERGE,5,582
yonaskolb,andraskadar,COMMENTED,4,582
yonaskolb,andraskadar,APPROVED,4,582
yonaskolb,acecilia,MERGE,5,581
yonaskolb,acecilia,APPROVED,4,581
yonaskolb,KhaosT,MERGE,5,571
yonaskolb,KhaosT,APPROVED,4,571
yonaskolb,raptorxcz,MERGE,5,562
yonaskolb,raptorxcz,COMMENTED,4,562
yonaskolb,raptorxcz,COMMENTED,4,562
yonaskolb,raptorxcz,COMMENTED,4,562
yonaskolb,raptorxcz,COMMENTED,4,562
yonaskolb,raptorxcz,APPROVED,4,562
yonaskolb,KhaosT,MERGE,5,558
toshi0383,KhaosT,APPROVED,4,558
KyoheiG3,yonaskolb,APPROVED,4,557
toshi0383,yonaskolb,COMMENTED,4,555
ryohey,yonaskolb,APPROVED,4,555
yonaskolb,sroebert,MERGE,5,550
jstubenrauch,sroebert,APPROVED,4,550
yonaskolb,sroebert,COMMENTED,4,550
yonaskolb,sroebert,APPROVED,4,550
yonaskolb,KyoheiG3,COMMENTED,4,547
yonaskolb,ryohey,COMMENTED,4,545
AlexisQapa,ryohey,COMMENTED,4,545
yonaskolb,ryohey,COMMENTED,4,545
yonaskolb,ryohey,COMMENTED,4,545
yonaskolb,ryohey,COMMENTED,4,545
yonaskolb,ryohey,APPROVED,4,545
yonaskolb,tomquist,MERGE,5,544
yonaskolb,tomquist,COMMENTED,4,544
yonaskolb,tomquist,APPROVED,4,544
RomanPodymov,yonaskolb,CHANGES_REQUESTED,4,541
yonaskolb,tomquist,MERGE,5,534
yonaskolb,tomquist,COMMENTED,4,534
yonaskolb,tomquist,APPROVED,4,534
yonaskolb,tomquist,MERGE,5,533
yonaskolb,tomquist,COMMENTED,4,533
yonaskolb,tomquist,COMMENTED,4,533
yonaskolb,tomquist,COMMENTED,4,533
yonaskolb,tomquist,COMMENTED,4,533
yonaskolb,tomquist,COMMENTED,4,533
yonaskolb,tomquist,APPROVED,4,533
yonaskolb,dimatosaurus,MERGE,5,532
yonaskolb,friederbluemle,MERGE,5,531
