origem,destino,acao,peso_sugerido,numero_pr
pvinis,friederbluemle,APPROVED,4,531
yonaskolb,friederbluemle,APPROVED,4,531
yonaskolb,elliottwilliams,MERGE,5,524
yonaskolb,elliottwilliams,COMMENTED,4,524
yonaskolb,elliottwilliams,COMMENTED,4,524
yonaskolb,elliottwilliams,APPROVED,4,524
yonaskolb,elliottwilliams,MERGE,5,514
yonaskolb,elliottwilliams,APPROVED,4,514
yonaskolb,ainopara,MERGE,5,510
yonaskolb,ainopara,COMMENTED,4,510
yonaskolb,ainopara,APPROVED,4,510
yonaskolb,BalestraPatrick,MERGE,5,507
yonaskolb,BalestraPatrick,COMMENTED,4,507
yonaskolb,BalestraPatrick,COMMENTED,4,507
yonaskolb,BalestraPatrick,APPROVED,4,507
yonaskolb,rpassis,MERGE,5,506
yonaskolb,rpassis,COMMENTED,4,506
yonaskolb,rpassis,COMMENTED,4,506
ellneal,rpassis,COMMENTED,4,506
yonaskolb,rpassis,APPROVED,4,506
ellneal,yonaskolb,APPROVED,4,502
yonaskolb,rpassis,MERGE,5,501
yonaskolb,rpassis,APPROVED,4,501
yonaskolb,lukewakeford,MERGE,5,500
yonaskolb,lukewakeford,APPROVED,4,500
pvinis,yonaskolb,APPROVED,4,497
yonaskolb,rpassis,MERGE,5,492
yonaskolb,rpassis,APPROVED,4,492
yonaskolb,francesca64,MERGE,5,490
yonaskolb,francesca64,APPROVED,4,490
yonaskolb,ellneal,MERGE,5,489
yonaskolb,ellneal,COMMENTED,4,489
yonaskolb,ellneal,COMMENTED,4,489
yonaskolb,ellneal,COMMENTED,4,489
yonaskolb,ellneal,COMMENTED,4,489
yonaskolb,ellneal,COMMENTED,4,489
yonaskolb,ellneal,COMMENTED,4,489
yonaskolb,ellneal,APPROVED,4,489
yonaskolb,monowerker,MERGE,5,487
yonaskolb,monowerker,COMMENTED,4,487
yonaskolb,monowerker,APPROVED,4,487
yonaskolb,Beniamiiin,MERGE,5,486
yonaskolb,Beniamiiin,APPROVED,4,486
yonaskolb,ksulliva,MERGE,5,482
yonaskolb,ksulliva,APPROVED,4,482
yonaskolb,Beniamiiin,MERGE,5,480
yonaskolb,Beniamiiin,APPROVED,4,480
yonaskolb,Beniamiiin,APPROVED,4,480
yonaskolb,johndpope,MERGE,5,471
yonaskolb,johndpope,APPROVED,4,471
yonaskolb,keehun,MERGE,5,468
yonaskolb,keehun,APPROVED,4,468
yonaskolb,raptorxcz,COMMENTED,4,466
yonaskolb,raptorxcz,MERGE,5,465
yonaskolb,raptorxcz,COMMENTED,4,465
yonaskolb,raptorxcz,APPROVED,4,465
brentleyjones,dwb357,MERGE,5,457
brentleyjones,dwb357,APPROVED,4,457
yonaskolb,brentleyjones,APPROVED,4,454
yonaskolb,bryansum,MERGE,5,450
yonaskolb,bryansum,APPROVED,4,450
yonaskolb,bryansum,APPROVED,4,450
yonaskolb,feischl97,MERGE,5,443
yonaskolb,feischl97,COMMENTED,4,443
yonaskolb,feischl97,APPROVED,4,443
toshi0383,yonaskolb,COMMENTED,4,437
toshi0383,yonaskolb,APPROVED,4,437
yonaskolb,alvarhansen,MERGE,5,435
yonaskolb,alvarhansen,APPROVED,4,435
rastersize,yonaskolb,APPROVED,4,430
yonaskolb,dflems,MERGE,5,427
yonaskolb,dflems,APPROVED,4,427
yonaskolb,jerrymarino,MERGE,5,419
yonaskolb,jerrymarino,APPROVED,4,419
yonaskolb,kastiglione,MERGE,5,417
yonaskolb,kastiglione,APPROVED,4,417
yonaskolb,kastiglione,MERGE,5,416
yonaskolb,kastiglione,APPROVED,4,416
brentleyjones,yonaskolb,APPROVED,4,415
yonaskolb,alvarhansen,MERGE,5,411
yonaskolb,alvarhansen,COMMENTED,4,411
yonaskolb,alvarhansen,APPROVED,4,411
yonaskolb,jerrymarino,MERGE,5,410
yonaskolb,jerrymarino,APPROVED,4,410
yonaskolb,pepicrft,MERGE,5,404
yonaskolb,pepicrft,APPROVED,4,404
yonaskolb,brentleyjones,MERGE,5,402
yonaskolb,brentleyjones,COMMENTED,4,402
yonaskolb,brentleyjones,COMMENTED,4,402
yonaskolb,brentleyjones,COMMENTED,4,402
yonaskolb,brentleyjones,APPROVED,4,402
toshi0383,brentleyjones,APPROVED,4,401
yonaskolb,toshi0383,COMMENTED,4,397
brentleyjones,toshi0383,COMMENTED,4,397
brentleyjones,toshi0383,COMMENTED,4,397
pepicrft,toshi0383,COMMENTED,4,397
pepicrft,toshi0383,COMMENTED,4,397
pepicrft,toshi0383,COMMENTED,4,397
yonaskolb,toshi0383,COMMENTED,4,397
yonaskolb,toshi0383,COMMENTED,4,397
yonaskolb,vgorloff,MERGE,5,394
yonaskolb,vgorloff,COMMENTED,4,394
yonaskolb,vgorloff,APPROVED,4,394
yonaskolb,AndrewBennet,MERGE,5,393
yonaskolb,AndrewBennet,APPROVED,4,393
yonaskolb,Saik0s,MERGE,5,390
yonaskolb,Saik0s,COMMENTED,4,390
yonaskolb,Saik0s,APPROVED,4,390
brentleyjones,yonaskolb,COMMENTED,4,388
brentleyjones,yonaskolb,COMMENTED,4,388
pepicrft,yonaskolb,COMMENTED,4,388
pepicrft,yonaskolb,COMMENTED,4,388
brentleyjones,yonaskolb,COMMENTED,4,388
brentleyjones,frankdilo,MERGE,5,387
brentleyjones,frankdilo,APPROVED,4,387
yonaskolb,brentleyjones,MERGE,5,383
yonaskolb,brentleyjones,COMMENTED,4,383
yonaskolb,brentleyjones,COMMENTED,4,383
yonaskolb,brentleyjones,APPROVED,4,383
yonaskolb,brentleyjones,COMMENTED,4,383
yonaskolb,brentleyjones,COMMENTED,4,383
yonaskolb,brentleyjones,APPROVED,4,382
yonaskolb,vgorloff,MERGE,5,380
yonaskolb,vgorloff,APPROVED,4,380
yonaskolb,brentleyjones,MERGE,5,375
yonaskolb,brentleyjones,APPROVED,4,375
yonaskolb,brentleyjones,COMMENTED,4,373
yonaskolb,brentleyjones,COMMENTED,4,373
yonaskolb,brentleyjones,COMMENTED,4,373
yonaskolb,brentleyjones,COMMENTED,4,373
yonaskolb,brentleyjones,APPROVED,4,373
yonaskolb,brentleyjones,COMMENTED,4,369
yonaskolb,brentleyjones,COMMENTED,4,368
yonaskolb,brentleyjones,COMMENTED,4,368
yonaskolb,brentleyjones,APPROVED,4,368
yonaskolb,sxua,MERGE,5,367
brentleyjones,sxua,COMMENTED,4,367
yonaskolb,sxua,COMMENTED,4,367
yonaskolb,sxua,APPROVED,4,367
yonaskolb,brentleyjones,APPROVED,4,366
yonaskolb,brentleyjones,APPROVED,4,365
yonaskolb,rpassis,MERGE,5,364
yonaskolb,rpassis,COMMENTED,4,364
yonaskolb,rpassis,APPROVED,4,364
toshi0383,brentleyjones,COMMENTED,4,361
yonaskolb,brentleyjones,COMMENTED,4,361
yonaskolb,brentleyjones,COMMENTED,4,361
yonaskolb,brentleyjones,COMMENTED,4,361
yonaskolb,brentleyjones,COMMENTED,4,361
yonaskolb,brentleyjones,COMMENTED,4,361
yonaskolb,brentleyjones,APPROVED,4,361
yonaskolb,brentleyjones,MERGE,5,360
yonaskolb,brentleyjones,APPROVED,4,360
yonaskolb,brentleyjones,MERGE,5,358
yonaskolb,brentleyjones,APPROVED,4,358
brentleyjones,yonaskolb,APPROVED,4,356
brentleyjones,yonaskolb,COMMENTED,4,354
brentleyjones,yonaskolb,COMMENTED,4,354
brentleyjones,yonaskolb,COMMENTED,4,354
yonaskolb,brentleyjones,COMMENTED,4,353
yonaskolb,brentleyjones,APPROVED,4,353
yonaskolb,brentleyjones,MERGE,5,352
yonaskolb,brentleyjones,COMMENTED,4,352
yonaskolb,brentleyjones,COMMENTED,4,352
yonaskolb,brentleyjones,COMMENTED,4,352
yonaskolb,brentleyjones,APPROVED,4,352
yonaskolb,keith,MERGE,5,351
brentleyjones,keith,COMMENTED,4,351
brentleyjones,keith,APPROVED,4,351
yonaskolb,keith,COMMENTED,4,351
yonaskolb,keith,APPROVED,4,351
yonaskolb,brentleyjones,MERGE,5,349
yonaskolb,brentleyjones,COMMENTED,4,349
yonaskolb,brentleyjones,COMMENTED,4,349
yonaskolb,brentleyjones,COMMENTED,4,349
yonaskolb,brentleyjones,APPROVED,4,349
yonaskolb,brentleyjones,MERGE,5,348
yonaskolb,brentleyjones,APPROVED,4,348
yonaskolb,brentleyjones,MERGE,5,347
yonaskolb,brentleyjones,COMMENTED,4,347
yonaskolb,brentleyjones,APPROVED,4,347
yonaskolb,brentleyjones,COMMENTED,4,346
yonaskolb,brentleyjones,APPROVED,4,346
toshi0383,brentleyjones,APPROVED,4,345
yonaskolb,brentleyjones,COMMENTED,4,345
yonaskolb,brentleyjones,COMMENTED,4,345
yonaskolb,brentleyjones,COMMENTED,4,345
yonaskolb,brentleyjones,COMMENTED,4,345
yonaskolb,brentleyjones,COMMENTED,4,345
yonaskolb,brentleyjones,COMMENTED,4,345
yonaskolb,brentleyjones,COMMENTED,4,345
yonaskolb,brentleyjones,APPROVED,4,345
yonaskolb,rohitpal440,MERGE,5,341
yonaskolb,rohitpal440,COMMENTED,4,341
yonaskolb,rohitpal440,COMMENTED,4,341
yonaskolb,rohitpal440,COMMENTED,4,341
yonaskolb,rohitpal440,APPROVED,4,341
yonaskolb,brentleyjones,MERGE,5,332
keith,brentleyjones,APPROVED,4,332
yonaskolb,brentleyjones,MERGE,5,328
yonaskolb,brentleyjones,APPROVED,4,328
yonaskolb,brentleyjones,MERGE,5,327
keith,brentleyjones,COMMENTED,4,327
yonaskolb,brentleyjones,COMMENTED,4,327
yonaskolb,brentleyjones,APPROVED,4,327
yonaskolb,brentleyjones,MERGE,5,326
yonaskolb,brentleyjones,APPROVED,4,326
alvarhansen,yonaskolb,APPROVED,4,324
toshi0383,yonaskolb,APPROVED,4,324
yonaskolb,archmagees,MERGE,5,322
yonaskolb,archmagees,APPROVED,4,322
yonaskolb,maicki,MERGE,5,317
yonaskolb,maicki,APPROVED,4,317
yonaskolb,stevemoser,MERGE,5,311
yonaskolb,stevemoser,APPROVED,4,311
yonaskolb,keith,MERGE,5,308
yonaskolb,keith,APPROVED,4,308
keith,yonaskolb,APPROVED,4,307
yonaskolb,alvarhansen,MERGE,5,303
toshi0383,alvarhansen,APPROVED,4,303
yonaskolb,alvarhansen,MERGE,5,302
yonaskolb,alvarhansen,APPROVED,4,302
yonaskolb,alvarhansen,MERGE,5,299
yonaskolb,alvarhansen,APPROVED,4,299
yonaskolb,keith,MERGE,5,298
soffes,keith,APPROVED,4,298
kastiglione,keith,APPROVED,4,298
yonaskolb,keith,COMMENTED,4,298
kastiglione,keith,COMMENTED,4,298
yonaskolb,keith,COMMENTED,4,298
yonaskolb,vhbit,MERGE,5,297
yonaskolb,vhbit,APPROVED,4,297
yonaskolb,sascha,MERGE,5,296
yonaskolb,sascha,APPROVED,4,296
yonaskolb,vhbit,MERGE,5,289
albyok,vhbit,APPROVED,4,289
yonaskolb,LinusU,MERGE,5,284
yonaskolb,LinusU,APPROVED,4,284
toshi0383,yonaskolb,APPROVED,4,282
toshi0383,yonaskolb,APPROVED,4,281
kastiglione,yonaskolb,APPROVED,4,280
toshi0383,yonaskolb,APPROVED,4,276
yonaskolb,AliSoftware,MERGE,5,274
yonaskolb,AliSoftware,APPROVED,4,274
yonaskolb,LinusU,MERGE,5,272
yonaskolb,LinusU,APPROVED,4,272
yonaskolb,keith,MERGE,5,269
kastiglione,keith,COMMENTED,4,269
yonaskolb,keith,APPROVED,4,269
yonaskolb,LinusU,MERGE,5,267
toshi0383,LinusU,APPROVED,4,267
yonaskolb,jerrymarino,MERGE,5,264
yonaskolb,jerrymarino,COMMENTED,4,263
yonaskolb,jerrymarino,COMMENTED,4,263
toshi0383,yonaskolb,APPROVED,4,259
yonaskolb,qmoya,MERGE,5,258
yonaskolb,qmoya,COMMENTED,4,258
yonaskolb,qmoya,APPROVED,4,258
toshi0383,yonaskolb,APPROVED,4,256
pepicrft,yonaskolb,APPROVED,4,256
toshi0383,yonaskolb,APPROVED,4,255
pepicrft,yonaskolb,APPROVED,4,255
toshi0383,yonaskolb,COMMENTED,4,255
yonaskolb,toshi0383,MERGE,5,254
yonaskolb,toshi0383,COMMENTED,4,254
yonaskolb,toshi0383,APPROVED,4,254
toshi0383,yonaskolb,COMMENTED,4,252
toshi0383,yonaskolb,APPROVED,4,252
pepicrft,yonaskolb,APPROVED,4,252
toshi0383,yonaskolb,COMMENTED,4,250
toshi0383,yonaskolb,APPROVED,4,250
toshi0383,yonaskolb,COMMENTED,4,249
pepicrft,yonaskolb,APPROVED,4,249
toshi0383,yonaskolb,COMMENTED,4,248
yonaskolb,toshi0383,MERGE,5,246
yonaskolb,toshi0383,COMMENTED,4,246
yonaskolb,toshi0383,COMMENTED,4,246
yonaskolb,toshi0383,COMMENTED,4,246
yonaskolb,toshi0383,COMMENTED,4,246
yonaskolb,toshi0383,COMMENTED,4,246
yonaskolb,toshi0383,COMMENTED,4,246
yonaskolb,toshi0383,APPROVED,4,246
toshi0383,yonaskolb,APPROVED,4,245
yonaskolb,akkyie,MERGE,5,244
yonaskolb,akkyie,APPROVED,4,244
yonaskolb,rahul-malik,MERGE,5,241
yonaskolb,rahul-malik,COMMENTED,4,241
yonaskolb,rahul-malik,APPROVED,4,241
yonaskolb,turekj,MERGE,5,239
yonaskolb,turekj,COMMENTED,4,239
toshi0383,turekj,APPROVED,4,239
yonaskolb,toshi0383,MERGE,5,238
ryohey,toshi0383,APPROVED,4,238
yonaskolb,toshi0383,APPROVED,4,238
yonaskolb,kastiglione,MERGE,5,233
yonaskolb,kastiglione,APPROVED,4,233
yonaskolb,kastiglione,MERGE,5,231
yonaskolb,kastiglione,APPROVED,4,231
yonaskolb,kastiglione,COMMENTED,4,231
yonaskolb,kastiglione,MERGE,5,229
yonaskolb,kastiglione,APPROVED,4,229
rahul-malik,yonaskolb,COMMENTED,4,227
keith,pepicrft,COMMENTED,4,225
keith,pepicrft,COMMENTED,4,225
keith,pepicrft,COMMENTED,4,225
yonaskolb,pepicrft,COMMENTED,4,225
yonaskolb,pepicrft,COMMENTED,4,225
yonaskolb,anreitersimon,MERGE,5,221
yonaskolb,anreitersimon,COMMENTED,4,221
yonaskolb,anreitersimon,APPROVED,4,221
yonaskolb,keith,MERGE,5,220
yonaskolb,keith,CHANGES_REQUESTED,4,220
yonaskolb,keith,APPROVED,4,220
yonaskolb,alvarhansen,MERGE,5,218
yonaskolb,alvarhansen,APPROVED,4,218
yonaskolb,alvarhansen,MERGE,5,217
yonaskolb,alvarhansen,COMMENTED,4,217
yonaskolb,alvarhansen,APPROVED,4,217
keith,yonaskolb,APPROVED,4,212
yonaskolb,keith,MERGE,5,209
yonaskolb,keith,APPROVED,4,209
toshi0383,yonaskolb,COMMENTED,4,206
pepicrft,yonaskolb,COMMENTED,4,206
pepicrft,yonaskolb,COMMENTED,4,206
pepicrft,yonaskolb,APPROVED,4,206
toshi0383,yonaskolb,COMMENTED,4,205
toshi0383,yonaskolb,COMMENTED,4,205
toshi0383,yonaskolb,APPROVED,4,205
rahul-malik,yonaskolb,COMMENTED,4,205
rahul-malik,yonaskolb,COMMENTED,4,205
rahul-malik,yonaskolb,COMMENTED,4,205
rahul-malik,yonaskolb,COMMENTED,4,205
pepicrft,yonaskolb,COMMENTED,4,205
pepicrft,yonaskolb,COMMENTED,4,205
pepicrft,yonaskolb,APPROVED,4,205
rahul-malik,yonaskolb,COMMENTED,4,203
pepicrft,yonaskolb,APPROVED,4,203
yonaskolb,alvarhansen,MERGE,5,200
yonaskolb,alvarhansen,COMMENTED,4,200
yonaskolb,alvarhansen,APPROVED,4,200
yonaskolb,vhbit,MERGE,5,199
yonaskolb,vhbit,APPROVED,4,199
yonaskolb,vhbit,MERGE,5,195
yonaskolb,vhbit,COMMENTED,4,195
yonaskolb,vhbit,COMMENTED,4,195
yonaskolb,vhbit,COMMENTED,4,195
yonaskolb,vhbit,COMMENTED,4,195
yonaskolb,vhbit,COMMENTED,4,195
yonaskolb,vhbit,COMMENTED,4,195
yonaskolb,vhbit,COMMENTED,4,195
yonaskolb,vhbit,COMMENTED,4,195
yonaskolb,vhbit,APPROVED,4,195
yonaskolb,kastiglione,MERGE,5,194
yonaskolb,kastiglione,COMMENTED,4,194
yonaskolb,kastiglione,APPROVED,4,194
yonaskolb,pepicrft,COMMENTED,4,191
yonaskolb,pepicrft,COMMENTED,4,191
yonaskolb,pepicrft,COMMENTED,4,191
rahul-malik,bkase,MERGE,5,190
yonaskolb,bkase,APPROVED,4,190
yonaskolb,alvarhansen,MERGE,5,186
yonaskolb,alvarhansen,APPROVED,4,186
yonaskolb,yageek,MERGE,5,185
yonaskolb,yageek,APPROVED,4,185
yonaskolb,kastiglione,MERGE,5,184
yonaskolb,kastiglione,COMMENTED,4,184
yonaskolb,kastiglione,APPROVED,4,184
rahul-malik,TheCoordinator,COMMENTED,4,182
yonaskolb,TheCoordinator,COMMENTED,4,182
yonaskolb,TheCoordinator,COMMENTED,4,182
yonaskolb,TheCoordinator,COMMENTED,4,182
yonaskolb,alexruperez,COMMENTED,4,177
toshi0383,alexruperez,COMMENTED,4,177
yonaskolb,rahul-malik,MERGE,5,176
yonaskolb,rahul-malik,APPROVED,4,176
rahul-malik,bkase,MERGE,5,175
yonaskolb,bkase,COMMENTED,4,175
yonaskolb,bkase,COMMENTED,4,175
rahul-malik,bkase,COMMENTED,4,175
yonaskolb,bkase,APPROVED,4,175
yonaskolb,bkase,COMMENTED,4,175
yonaskolb,bkase,COMMENTED,4,175
yonaskolb,bkase,COMMENTED,4,175
yonaskolb,bkase,COMMENTED,4,175
yonaskolb,kastiglione,MERGE,5,174
yonaskolb,kastiglione,APPROVED,4,174
yonaskolb,rahul-malik,COMMENTED,4,172
yonaskolb,rahul-malik,COMMENTED,4,172
yonaskolb,rahul-malik,COMMENTED,4,172
yonaskolb,alexruperez,MERGE,5,170
yonaskolb,alexruperez,COMMENTED,4,170
yonaskolb,alexruperez,COMMENTED,4,170
yonaskolb,alexruperez,COMMENTED,4,170
yonaskolb,alexruperez,COMMENTED,4,170
yonaskolb,alexruperez,APPROVED,4,170
yonaskolb,alexruperez,COMMENTED,4,170
yonaskolb,soffes,MERGE,5,167
yonaskolb,soffes,COMMENTED,4,167
yonaskolb,soffes,COMMENTED,4,167
sbarow,soffes,COMMENTED,4,167
yonaskolb,soffes,COMMENTED,4,167
yonaskolb,soffes,COMMENTED,4,167
yonaskolb,soffes,COMMENTED,4,167
sbarow,soffes,COMMENTED,4,167
yonaskolb,sbarow,MERGE,5,166
yonaskolb,sbarow,COMMENTED,4,166
yonaskolb,soffes,MERGE,5,164
yonaskolb,TheCoordinator,MERGE,5,161
yonaskolb,ryohey,COMMENTED,4,160
yonaskolb,ryohey,COMMENTED,4,160
yonaskolb,rahul-malik,MERGE,5,158
yonaskolb,rahul-malik,COMMENTED,4,158
yonaskolb,rahul-malik,COMMENTED,4,158
yonaskolb,rahul-malik,COMMENTED,4,158
yonaskolb,rahul-malik,COMMENTED,4,158
yonaskolb,rahul-malik,COMMENTED,4,158
yonaskolb,rahul-malik,COMMENTED,4,158
pepicrft,rahul-malik,APPROVED,4,158
yonaskolb,ryohey,MERGE,5,157
yonaskolb,ryohey,COMMENTED,4,157
bkase,yonaskolb,APPROVED,4,151
jerrymarino,yonaskolb,COMMENTED,4,148
yonaskolb,bkase,MERGE,5,142
keith,bkase,APPROVED,4,142
yonaskolb,bkase,COMMENTED,4,142
yonaskolb,bkase,COMMENTED,4,142
yonaskolb,bkase,COMMENTED,4,142
yonaskolb,bkase,MERGE,5,139
yonaskolb,bkase,COMMENTED,4,139
yonaskolb,bkase,COMMENTED,4,139
yonaskolb,bkase,COMMENTED,4,139
yonaskolb,bkase,MERGE,5,138
yonaskolb,TheCoordinator,MERGE,5,135
yonaskolb,TheCoordinator,COMMENTED,4,135
yonaskolb,TheCoordinator,COMMENTED,4,135
yonaskolb,TheCoordinator,COMMENTED,4,135
yonaskolb,TheCoordinator,COMMENTED,4,135
yonaskolb,TheCoordinator,COMMENTED,4,135
yonaskolb,TheCoordinator,COMMENTED,4,135
yonaskolb,bkase,MERGE,5,133
yonaskolb,keith,MERGE,5,131
yonaskolb,jerrymarino,COMMENTED,4,128
yonaskolb,jerrymarino,COMMENTED,4,128
bkase,jerrymarino,COMMENTED,4,128
yonaskolb,jerrymarino,CHANGES_REQUESTED,4,128
yonaskolb,jerrymarino,COMMENTED,4,128
yonaskolb,rahul-malik,MERGE,5,127
yonaskolb,ryohey,MERGE,5,126
yonaskolb,bkase,MERGE,5,125
yonaskolb,bkase,MERGE,5,121
yonaskolb,enmiller,MERGE,5,120
yonaskolb,ryohey,MERGE,5,118
keith,ryohey,COMMENTED,4,118
yonaskolb,ryohey,COMMENTED,4,118
keith,ryohey,COMMENTED,4,118
yonaskolb,ryohey,COMMENTED,4,118
yonaskolb,ryohey,COMMENTED,4,118
yonaskolb,toshi0383,MERGE,5,115
yonaskolb,toshi0383,COMMENTED,4,115
yonaskolb,mironal,MERGE,5,112
yonaskolb,keith,MERGE,5,109
pepicrft,keith,APPROVED,4,109
yonaskolb,keith,COMMENTED,4,109
yonaskolb,bkase,MERGE,5,108
yonaskolb,bkase,COMMENTED,4,108
yonaskolb,bkase,CHANGES_REQUESTED,4,108
yonaskolb,bkase,MERGE,5,106
yonaskolb,bkase,COMMENTED,4,106
yonaskolb,bkase,COMMENTED,4,106
yonaskolb,bkase,MERGE,5,105
yonaskolb,ryohey,MERGE,5,102
keith,ryohey,APPROVED,4,102
pepicrft,ryohey,APPROVED,4,102
keith,yonaskolb,APPROVED,4,101
pepicrft,yonaskolb,APPROVED,4,101
toshi0383,yonaskolb,APPROVED,4,101
pepicrft,yonaskolb,APPROVED,4,100
keith,yonaskolb,APPROVED,4,100
yonaskolb,keith,MERGE,5,99
pepicrft,keith,APPROVED,4,99
pepicrft,keith,APPROVED,4,98
yonaskolb,keith,MERGE,5,96
yonaskolb,keith,MERGE,5,95
pepicrft,keith,COMMENTED,4,95
pepicrft,keith,COMMENTED,4,95
yonaskolb,keith,MERGE,5,94
yonaskolb,keith,MERGE,5,93
pepicrft,keith,COMMENTED,4,93
pepicrft,keith,COMMENTED,4,93
yonaskolb,keith,COMMENTED,4,93
yonaskolb,keith,COMMENTED,4,93
pepicrft,keith,APPROVED,4,93
yonaskolb,enmiller,MERGE,5,85
yonaskolb,enmiller,COMMENTED,4,85
yonaskolb,mironal,MERGE,5,84
pepicrft,mironal,COMMENTED,4,84
pepicrft,mironal,APPROVED,4,84
toshi0383,mironal,APPROVED,4,84
yonaskolb,mironal,COMMENTED,4,84
yonaskolb,toshi0383,MERGE,5,83
yonaskolb,toshi0383,MERGE,5,82
pepicrft,toshi0383,COMMENTED,4,79
pepicrft,toshi0383,COMMENTED,4,79
pepicrft,toshi0383,COMMENTED,4,79
yonaskolb,toshi0383,MERGE,5,77
yonaskolb,toshi0383,COMMENTED,4,77
yonaskolb,toshi0383,COMMENTED,4,77
yonaskolb,toshi0383,COMMENTED,4,77
yonaskolb,toshi0383,COMMENTED,4,77
yonaskolb,toshi0383,COMMENTED,4,77
yonaskolb,toshi0383,COMMENTED,4,77
yonaskolb,toshi0383,COMMENTED,4,77
yonaskolb,toshi0383,COMMENTED,4,77
yonaskolb,toshi0383,COMMENTED,4,77
yonaskolb,toshi0383,COMMENTED,4,77
yonaskolb,toshi0383,COMMENTED,4,77
yonaskolb,toshi0383,MERGE,5,76
yonaskolb,toshi0383,MERGE,5,75
yonaskolb,toshi0383,MERGE,5,74
yonaskolb,ryohey,MERGE,5,70
yonaskolb,ryohey,COMMENTED,4,70
toshi0383,ryohey,APPROVED,4,70
yonaskolb,ryohey,COMMENTED,4,70
pepicrft,yonaskolb,APPROVED,4,68
pepicrft,yonaskolb,APPROVED,4,67
toshi0383,yonaskolb,COMMENTED,4,64
toshi0383,yonaskolb,COMMENTED,4,64
toshi0383,yonaskolb,COMMENTED,4,64
toshi0383,yonaskolb,COMMENTED,4,64
toshi0383,yonaskolb,COMMENTED,4,64
pepicrft,yonaskolb,COMMENTED,4,64
yonaskolb,pepicrft,MERGE,5,63
yonaskolb,toshi0383,COMMENTED,4,60
yonaskolb,toshi0383,COMMENTED,4,60
pepicrft,yonaskolb,APPROVED,4,54
yonaskolb,antoniocasero,MERGE,5,50
yonaskolb,antoniocasero,MERGE,5,48
pepicrft,yonaskolb,APPROVED,4,44
pepicrft,yonaskolb,COMMENTED,4,35
pepicrft,yonaskolb,APPROVED,4,32
yonaskolb,ReadmeCritic,MERGE,5,23
pepicrft,yonaskolb,COMMENTED,4,17
pepicrft,yonaskolb,COMMENTED,4,17
pepicrft,yonaskolb,COMMENTED,4,17
pepicrft,yonaskolb,COMMENTED,4,17
pepicrft,yonaskolb,COMMENTED,4,17
yonaskolb,pepicrft,MERGE,5,16
yonaskolb,pepicrft,APPROVED,4,16
